GEO,GEOID2,est_pop
1500000US060133880001,60133880001,1377
1500000US060133880002,60133880002,1350
1500000US060133891001,60133891001,1029
1500000US060133891002,60133891002,941
1500000US060133892001,60133892001,686
1500000US060133892002,60133892002,1123
1500000US060133901001,60133901001,765
1500000US060133901002,60133901002,1009
1500000US060133901003,60133901003,649
1500000US060133902001,60133902001,940
1500000US060133902002,60133902002,805
1500000US060133910001,60133910001,1842
1500000US060133910002,60133910002,865
1500000US060133920001,60133920001,1187
1500000US060133920002,60133920002,771
1500000US060133920003,60133920003,802
1500000US060133922001,60133922001,1776
1500000US060133922002,60133922002,7430
1500000US060133922003,60133922003,1695
1500000US060133922004,60133922004,1100
1500000US060133923001,60133923001,3122
1500000US060139900000,60139900000,0
1500000US060670001001,60670001001,1998
1500000US060670001002,60670001002,1051
1500000US060670001003,60670001003,749
1500000US060670002001,60670002001,917
1500000US060670002002,60670002002,1076
1500000US060670002003,60670002003,1020
1500000US060670002004,60670002004,795
1500000US060670003001,60670003001,852
1500000US060670003002,60670003002,679
1500000US060670003003,60670003003,1645
1500000US060670004001,60670004001,840
1500000US060670004002,60670004002,752
1500000US060670004003,60670004003,1357
1500000US060670004004,60670004004,941
1500000US060670005001,60670005001,1651
1500000US060670005002,60670005002,665
1500000US060670005003,60670005003,866
1500000US060670006001,60670006001,527
1500000US060670006002,60670006002,594
1500000US060670007001,60670007001,2547
1500000US060670008001,60670008001,317
1500000US060670008002,60670008002,1250
1500000US060670011011,60670011011,1068
1500000US060670011012,60670011012,1136
1500000US060670012001,60670012001,1744
1500000US060670012002,60670012002,727
1500000US060670012003,60670012003,819
1500000US060670013001,60670013001,905
1500000US060670013002,60670013002,877
1500000US060670013003,60670013003,1245
1500000US060670014001,60670014001,634
1500000US060670014002,60670014002,748
1500000US060670014003,60670014003,1144
1500000US060670015001,60670015001,1021
1500000US060670015002,60670015002,910
1500000US060670015003,60670015003,628
1500000US060670015004,60670015004,912
1500000US060670015005,60670015005,1206
1500000US060670016001,60670016001,1573
1500000US060670016002,60670016002,1581
1500000US060670016003,60670016003,813
1500000US060670016004,60670016004,861
1500000US060670016005,60670016005,1354
1500000US060670017001,60670017001,1607
1500000US060670017002,60670017002,823
1500000US060670017003,60670017003,1084
1500000US060670017004,60670017004,561
1500000US060670017005,60670017005,1229
1500000US060670018001,60670018001,1021
1500000US060670018002,60670018002,673
1500000US060670018003,60670018003,568
1500000US060670018004,60670018004,1322
1500000US060670018005,60670018005,1135
1500000US060670019001,60670019001,991
1500000US060670019002,60670019002,576
1500000US060670019003,60670019003,1437
1500000US060670020001,60670020001,511
1500000US060670020002,60670020002,1179
1500000US060670020003,60670020003,756
1500000US060670021001,60670021001,1185
1500000US060670021002,60670021002,543
1500000US060670021003,60670021003,581
1500000US060670022001,60670022001,1623
1500000US060670022002,60670022002,1104
1500000US060670022003,60670022003,765
1500000US060670022004,60670022004,968
1500000US060670023001,60670023001,695
1500000US060670023002,60670023002,868
1500000US060670023003,60670023003,1114
1500000US060670023004,60670023004,603
1500000US060670024001,60670024001,1557
1500000US060670024002,60670024002,1595
1500000US060670024003,60670024003,709
1500000US060670024004,60670024004,710
1500000US060670025001,60670025001,768
1500000US060670025002,60670025002,791
1500000US060670026001,60670026001,1068
1500000US060670026002,60670026002,852
1500000US060670026003,60670026003,722
1500000US060670027001,60670027001,700
1500000US060670027002,60670027002,1095
1500000US060670027003,60670027003,695
1500000US060670027004,60670027004,950
1500000US060670028001,60670028001,1280
1500000US060670028002,60670028002,961
1500000US060670028003,60670028003,1311
1500000US060670029001,60670029001,1837
1500000US060670029002,60670029002,1036
1500000US060670029003,60670029003,578
1500000US060670029004,60670029004,1511
1500000US060670030001,60670030001,3350
1500000US060670030002,60670030002,1566
1500000US060670030003,60670030003,897
1500000US060670030004,60670030004,1237
1500000US060670030005,60670030005,748
1500000US060670031011,60670031011,1127
1500000US060670031012,60670031012,475
1500000US060670031013,60670031013,993
1500000US060670031014,60670031014,1013
1500000US060670031021,60670031021,1119
1500000US060670031022,60670031022,920
1500000US060670031023,60670031023,941
1500000US060670032021,60670032021,1054
1500000US060670032022,60670032022,3092
1500000US060670032023,60670032023,1010
1500000US060670032031,60670032031,944
1500000US060670032032,60670032032,2197
1500000US060670032041,60670032041,2164
1500000US060670032042,60670032042,1080
1500000US060670032043,60670032043,2177
1500000US060670033001,60670033001,1321
1500000US060670033002,60670033002,1468
1500000US060670033003,60670033003,1578
1500000US060670034001,60670034001,1380
1500000US060670034002,60670034002,1575
1500000US060670034003,60670034003,1218
1500000US060670035011,60670035011,886
1500000US060670035012,60670035012,871
1500000US060670035013,60670035013,854
1500000US060670035021,60670035021,1204
1500000US060670035022,60670035022,952
1500000US060670035023,60670035023,624
1500000US060670036001,60670036001,2136
1500000US060670036002,60670036002,906
1500000US060670037001,60670037001,2574
1500000US060670037002,60670037002,1562
1500000US060670038001,60670038001,3022
1500000US060670038002,60670038002,921
1500000US060670038003,60670038003,1088
1500000US060670038004,60670038004,733
1500000US060670039001,60670039001,810
1500000US060670039002,60670039002,1007
1500000US060670039003,60670039003,1633
1500000US060670040011,60670040011,1163
1500000US060670040012,60670040012,972
1500000US060670040013,60670040013,2031
1500000US060670040014,60670040014,1456
1500000US060670040041,60670040041,2195
1500000US060670040042,60670040042,2174
1500000US060670040043,60670040043,2030
1500000US060670040051,60670040051,967
1500000US060670040052,60670040052,2079
1500000US060670040053,60670040053,1153
1500000US060670040061,60670040061,961
1500000US060670040062,60670040062,1497
1500000US060670040063,60670040063,1318
1500000US060670040064,60670040064,1439
1500000US060670040081,60670040081,2126
1500000US060670040082,60670040082,1597
1500000US060670040091,60670040091,1082
1500000US060670040092,60670040092,1108
1500000US060670040093,60670040093,1873
1500000US060670040094,60670040094,1016
1500000US060670040101,60670040101,2713
1500000US060670040102,60670040102,1635
1500000US060670040103,60670040103,1196
1500000US060670040111,60670040111,1361
1500000US060670040112,60670040112,1660
1500000US060670040121,60670040121,2528
1500000US060670040122,60670040122,833
1500000US060670041001,60670041001,2107
1500000US060670041002,60670041002,900
1500000US060670041003,60670041003,2331
1500000US060670042011,60670042011,1036
1500000US060670042012,60670042012,2846
1500000US060670042013,60670042013,1971
1500000US060670042021,60670042021,2127
1500000US060670042022,60670042022,2212
1500000US060670042023,60670042023,1528
1500000US060670042031,60670042031,3165
1500000US060670042032,60670042032,2367
1500000US060670043001,60670043001,2002
1500000US060670043002,60670043002,2715
1500000US060670043003,60670043003,2359
1500000US060670043004,60670043004,2102
1500000US060670044011,60670044011,1061
1500000US060670044012,60670044012,971
1500000US060670044013,60670044013,990
1500000US060670044014,60670044014,871
1500000US060670044021,60670044021,1721
1500000US060670044022,60670044022,1645
1500000US060670044023,60670044023,1185
1500000US060670045011,60670045011,1916
1500000US060670045012,60670045012,1611
1500000US060670045021,60670045021,1411
1500000US060670045022,60670045022,1724
1500000US060670045023,60670045023,2198
1500000US060670046011,60670046011,867
1500000US060670046012,60670046012,2166
1500000US060670046013,60670046013,1548
1500000US060670046014,60670046014,1036
1500000US060670046015,60670046015,2426
1500000US060670046021,60670046021,2223
1500000US060670046022,60670046022,840
1500000US060670046023,60670046023,2056
1500000US060670047011,60670047011,1597
1500000US060670047012,60670047012,1797
1500000US060670047021,60670047021,3409
1500000US060670047022,60670047022,2144
1500000US060670048011,60670048011,1261
1500000US060670048012,60670048012,1510
1500000US060670048013,60670048013,1774
1500000US060670048014,60670048014,1271
1500000US060670048021,60670048021,3026
1500000US060670048022,60670048022,1736
1500000US060670049031,60670049031,3349
1500000US060670049032,60670049032,2215
1500000US060670049033,60670049033,1803
1500000US060670049041,60670049041,1694
1500000US060670049042,60670049042,2604
1500000US060670049043,60670049043,1416
1500000US060670049051,60670049051,2806
1500000US060670049052,60670049052,2610
1500000US060670049053,60670049053,1683
1500000US060670049061,60670049061,1808
1500000US060670049062,60670049062,1379
1500000US060670050011,60670050011,2805
1500000US060670050012,60670050012,3641
1500000US060670050013,60670050013,2244
1500000US060670050021,60670050021,2100
1500000US060670050022,60670050022,1865
1500000US060670050023,60670050023,2714
1500000US060670051011,60670051011,1773
1500000US060670051012,60670051012,2361
1500000US060670051021,60670051021,2824
1500000US060670051022,60670051022,2044
1500000US060670052011,60670052011,1103
1500000US060670052012,60670052012,2305
1500000US060670052021,60670052021,2315
1500000US060670052022,60670052022,1145
1500000US060670052041,60670052041,525
1500000US060670052042,60670052042,1173
1500000US060670052043,60670052043,1172
1500000US060670052044,60670052044,734
1500000US060670052045,60670052045,712
1500000US060670052051,60670052051,702
1500000US060670052052,60670052052,1231
1500000US060670053011,60670053011,1118
1500000US060670053012,60670053012,236
1500000US060670054021,60670054021,980
1500000US060670054022,60670054022,1541
1500000US060670054031,60670054031,960
1500000US060670054032,60670054032,1430
1500000US060670054041,60670054041,1361
1500000US060670054042,60670054042,700
1500000US060670054043,60670054043,564
1500000US060670054044,60670054044,1856
1500000US060670054045,60670054045,832
1500000US060670055021,60670055021,1061
1500000US060670055022,60670055022,1622
1500000US060670055023,60670055023,2920
1500000US060670055051,60670055051,1675
1500000US060670055052,60670055052,1570
1500000US060670055053,60670055053,2352
1500000US060670055061,60670055061,1563
1500000US060670055062,60670055062,1972
1500000US060670055081,60670055081,753
1500000US060670055082,60670055082,1316
1500000US060670055083,60670055083,1218
1500000US060670055091,60670055091,1679
1500000US060670055092,60670055092,331
1500000US060670055101,60670055101,1736
1500000US060670055102,60670055102,1177
1500000US060670055103,60670055103,1901
1500000US060670056011,60670056011,981
1500000US060670056012,60670056012,1125
1500000US060670056013,60670056013,1006
1500000US060670056014,60670056014,1762
1500000US060670056051,60670056051,1864
1500000US060670056052,60670056052,1792
1500000US060670056061,60670056061,827
1500000US060670056062,60670056062,1746
1500000US060670056063,60670056063,760
1500000US060670056064,60670056064,962
1500000US060670057011,60670057011,1406
1500000US060670057012,60670057012,461
1500000US060670057013,60670057013,1220
1500000US060670057021,60670057021,849
1500000US060670057022,60670057022,1137
1500000US060670057023,60670057023,1185
1500000US060670057024,60670057024,681
1500000US060670057025,60670057025,885
1500000US060670058011,60670058011,664
1500000US060670058012,60670058012,1272
1500000US060670058013,60670058013,2292
1500000US060670058014,60670058014,1229
1500000US060670058031,60670058031,1504
1500000US060670058032,60670058032,989
1500000US060670058033,60670058033,1167
1500000US060670058041,60670058041,1176
1500000US060670058042,60670058042,1311
1500000US060670059011,60670059011,1822
1500000US060670059012,60670059012,1210
1500000US060670059013,60670059013,3478
1500000US060670059031,60670059031,1615
1500000US060670059032,60670059032,503
1500000US060670059041,60670059041,1013
1500000US060670059042,60670059042,850
1500000US060670059043,60670059043,673
1500000US060670059044,60670059044,2221
1500000US060670060021,60670060021,587
1500000US060670060022,60670060022,935
1500000US060670060023,60670060023,673
1500000US060670060024,60670060024,833
1500000US060670060025,60670060025,1235
1500000US060670060031,60670060031,2879
1500000US060670060032,60670060032,1940
1500000US060670060041,60670060041,826
1500000US060670060042,60670060042,1122
1500000US060670060043,60670060043,620
1500000US060670061011,60670061011,1540
1500000US060670061012,60670061012,2421
1500000US060670061013,60670061013,1326
1500000US060670061021,60670061021,1067
1500000US060670061022,60670061022,1659
1500000US060670061023,60670061023,890
1500000US060670062011,60670062011,1655
1500000US060670062012,60670062012,2101
1500000US060670062013,60670062013,918
1500000US060670062014,60670062014,2520
1500000US060670062021,60670062021,1149
1500000US060670062022,60670062022,1305
1500000US060670062023,60670062023,1024
1500000US060670063001,60670063001,1765
1500000US060670063002,60670063002,1379
1500000US060670063003,60670063003,1762
1500000US060670063004,60670063004,592
1500000US060670064001,60670064001,1391
1500000US060670064002,60670064002,1080
1500000US060670064003,60670064003,960
1500000US060670064004,60670064004,1545
1500000US060670064005,60670064005,663
1500000US060670065001,60670065001,794
1500000US060670065002,60670065002,1558
1500000US060670065003,60670065003,904
1500000US060670065004,60670065004,2290
1500000US060670065005,60670065005,1221
1500000US060670066001,60670066001,1123
1500000US060670066002,60670066002,1617
1500000US060670066003,60670066003,1223
1500000US060670066004,60670066004,1375
1500000US060670066005,60670066005,1587
1500000US060670067011,60670067011,2942
1500000US060670067012,60670067012,2573
1500000US060670067013,60670067013,1552
1500000US060670067014,60670067014,1972
1500000US060670067021,60670067021,1743
1500000US060670067022,60670067022,1499
1500000US060670067023,60670067023,1246
1500000US060670067024,60670067024,1308
1500000US060670067025,60670067025,1202
1500000US060670068001,60670068001,1606
1500000US060670068002,60670068002,2791
1500000US060670068003,60670068003,1719
1500000US060670068004,60670068004,1524
1500000US060670069001,60670069001,831
1500000US060670069002,60670069002,982
1500000US060670069003,60670069003,982
1500000US060670069004,60670069004,1067
1500000US060670069005,60670069005,806
1500000US060670070011,60670070011,2663
1500000US060670070012,60670070012,1170
1500000US060670070013,60670070013,909
1500000US060670070041,60670070041,3323
1500000US060670070042,60670070042,2262
1500000US060670070043,60670070043,1742
1500000US060670070071,60670070071,2369
1500000US060670070072,60670070072,1358
1500000US060670070073,60670070073,1811
1500000US060670070101,60670070101,912
1500000US060670070102,60670070102,2150
1500000US060670070103,60670070103,783
1500000US060670070111,60670070111,2579
1500000US060670070112,60670070112,1445
1500000US060670070113,60670070113,1858
1500000US060670070114,60670070114,783
1500000US060670070121,60670070121,2093
1500000US060670070122,60670070122,1284
1500000US060670070131,60670070131,1577
1500000US060670070132,60670070132,1707
1500000US060670070141,60670070141,1073
1500000US060670070142,60670070142,2876
1500000US060670070143,60670070143,2757
1500000US060670070144,60670070144,1163
1500000US060670070151,60670070151,3316
1500000US060670070152,60670070152,1770
1500000US060670070161,60670070161,2804
1500000US060670070162,60670070162,3326
1500000US060670070171,60670070171,1414
1500000US060670070172,60670070172,1780
1500000US060670070181,60670070181,2184
1500000US060670070182,60670070182,2987
1500000US060670070191,60670070191,998
1500000US060670070201,60670070201,2848
1500000US060670070202,60670070202,1601
1500000US060670071011,60670071011,322
1500000US060670071021,60670071021,0
1500000US060670071022,60670071022,4328
1500000US060670071023,60670071023,1670
1500000US060670071024,60670071024,1702
1500000US060670071031,60670071031,2908
1500000US060670071032,60670071032,1260
1500000US060670071041,60670071041,5771
1500000US060670071042,60670071042,2341
1500000US060670071051,60670071051,2969
1500000US060670071052,60670071052,2564
1500000US060670071053,60670071053,1178
1500000US060670071061,60670071061,1183
1500000US060670071062,60670071062,3745
1500000US060670071063,60670071063,2295
1500000US060670071064,60670071064,1184
1500000US060670071071,60670071071,649
1500000US060670071072,60670071072,2931
1500000US060670072021,60670072021,1441
1500000US060670072022,60670072022,1375
1500000US060670072023,60670072023,1029
1500000US060670072041,60670072041,2868
1500000US060670072042,60670072042,2090
1500000US060670072061,60670072061,2094
1500000US060670072062,60670072062,2276
1500000US060670072071,60670072071,1344
1500000US060670072072,60670072072,1699
1500000US060670072073,60670072073,1462
1500000US060670072081,60670072081,680
1500000US060670072082,60670072082,1979
1500000US060670072083,60670072083,1951
1500000US060670072091,60670072091,1542
1500000US060670072092,60670072092,1962
1500000US060670073011,60670073011,3093
1500000US060670073012,60670073012,918
1500000US060670073013,60670073013,1060
1500000US060670074021,60670074021,1872
1500000US060670074022,60670074022,2115
1500000US060670074023,60670074023,1030
1500000US060670074024,60670074024,1522
1500000US060670074031,60670074031,2212
1500000US060670074032,60670074032,3044
1500000US060670074061,60670074061,2107
1500000US060670074062,60670074062,2644
1500000US060670074063,60670074063,2545
1500000US060670074064,60670074064,1406
1500000US060670074131,60670074131,2711
1500000US060670074132,60670074132,2748
1500000US060670074133,60670074133,1895
1500000US060670074141,60670074141,1804
1500000US060670074142,60670074142,2419
1500000US060670074151,60670074151,994
1500000US060670074152,60670074152,2224
1500000US060670074161,60670074161,2186
1500000US060670074162,60670074162,2095
1500000US060670074171,60670074171,1095
1500000US060670074172,60670074172,2200
1500000US060670074211,60670074211,2990
1500000US060670074212,60670074212,3598
1500000US060670074213,60670074213,2717
1500000US060670074221,60670074221,1390
1500000US060670074222,60670074222,997
1500000US060670074231,60670074231,1855
1500000US060670074232,60670074232,3307
1500000US060670074241,60670074241,2329
1500000US060670074242,60670074242,1600
1500000US060670074261,60670074261,1204
1500000US060670074262,60670074262,1050
1500000US060670074271,60670074271,1788
1500000US060670074272,60670074272,1614
1500000US060670074273,60670074273,3814
1500000US060670074281,60670074281,1851
1500000US060670074282,60670074282,1647
1500000US060670074291,60670074291,2216
1500000US060670074292,60670074292,1217
1500000US060670074293,60670074293,1764
1500000US060670074301,60670074301,2104
1500000US060670074302,60670074302,3070
1500000US060670074303,60670074303,3224
1500000US060670074311,60670074311,1775
1500000US060670074312,60670074312,1777
1500000US060670074321,60670074321,2381
1500000US060670074322,60670074322,2762
1500000US060670074331,60670074331,2017
1500000US060670074332,60670074332,2796
1500000US060670074333,60670074333,3112
1500000US060670075011,60670075011,1577
1500000US060670075012,60670075012,987
1500000US060670075013,60670075013,495
1500000US060670075014,60670075014,1455
1500000US060670075015,60670075015,2032
1500000US060670075031,60670075031,745
1500000US060670075032,60670075032,2047
1500000US060670075033,60670075033,628
1500000US060670075034,60670075034,1572
1500000US060670075041,60670075041,881
1500000US060670075042,60670075042,1243
1500000US060670076011,60670076011,1969
1500000US060670076012,60670076012,1545
1500000US060670076013,60670076013,1839
1500000US060670076014,60670076014,1505
1500000US060670076021,60670076021,1342
1500000US060670076022,60670076022,1373
1500000US060670076023,60670076023,1470
1500000US060670076024,60670076024,875
1500000US060670077011,60670077011,976
1500000US060670077012,60670077012,1534
1500000US060670077013,60670077013,816
1500000US060670077014,60670077014,1065
1500000US060670077015,60670077015,2004
1500000US060670077021,60670077021,2087
1500000US060670077022,60670077022,822
1500000US060670077023,60670077023,1430
1500000US060670078011,60670078011,1744
1500000US060670078012,60670078012,1546
1500000US060670078013,60670078013,1080
1500000US060670078014,60670078014,1021
1500000US060670078021,60670078021,971
1500000US060670078022,60670078022,926
1500000US060670078023,60670078023,2176
1500000US060670078024,60670078024,755
1500000US060670079031,60670079031,881
1500000US060670079032,60670079032,906
1500000US060670079033,60670079033,430
1500000US060670079034,60670079034,1537
1500000US060670079035,60670079035,1149
1500000US060670079041,60670079041,2083
1500000US060670079042,60670079042,1200
1500000US060670079043,60670079043,1308
1500000US060670079044,60670079044,808
1500000US060670079051,60670079051,2065
1500000US060670079052,60670079052,2297
1500000US060670079061,60670079061,2504
1500000US060670079062,60670079062,1283
1500000US060670080051,60670080051,661
1500000US060670080052,60670080052,2195
1500000US060670080053,60670080053,1331
1500000US060670080061,60670080061,1593
1500000US060670080062,60670080062,915
1500000US060670080063,60670080063,1476
1500000US060670080064,60670080064,1379
1500000US060670080071,60670080071,1652
1500000US060670080072,60670080072,1622
1500000US060670080081,60670080081,1345
1500000US060670080082,60670080082,1628
1500000US060670080083,60670080083,1865
1500000US060670080091,60670080091,965
1500000US060670080092,60670080092,982
1500000US060670080093,60670080093,1516
1500000US060670080094,60670080094,1023
1500000US060670080101,60670080101,1189
1500000US060670080102,60670080102,1569
1500000US060670080103,60670080103,1123
1500000US060670080104,60670080104,1161
1500000US060670081111,60670081111,1999
1500000US060670081112,60670081112,1729
1500000US060670081113,60670081113,1980
1500000US060670081114,60670081114,1115
1500000US060670081131,60670081131,2672
1500000US060670081132,60670081132,1104
1500000US060670081171,60670081171,791
1500000US060670081172,60670081172,1404
1500000US060670081191,60670081191,1989
1500000US060670081192,60670081192,1312
1500000US060670081193,60670081193,723
1500000US060670081194,60670081194,1094
1500000US060670081195,60670081195,947
1500000US060670081201,60670081201,1604
1500000US060670081202,60670081202,1549
1500000US060670081203,60670081203,1234
1500000US060670081221,60670081221,669
1500000US060670081222,60670081222,1674
1500000US060670081223,60670081223,1138
1500000US060670081241,60670081241,3127
1500000US060670081242,60670081242,1718
1500000US060670081251,60670081251,2831
1500000US060670081252,60670081252,982
1500000US060670081253,60670081253,1489
1500000US060670081271,60670081271,2114
1500000US060670081272,60670081272,3346
1500000US060670081281,60670081281,1023
1500000US060670081282,60670081282,1250
1500000US060670081291,60670081291,1426
1500000US060670081292,60670081292,1692
1500000US060670081301,60670081301,1372
1500000US060670081302,60670081302,1540
1500000US060670081303,60670081303,924
1500000US060670081311,60670081311,946
1500000US060670081312,60670081312,1805
1500000US060670081313,60670081313,946
1500000US060670081314,60670081314,1556
1500000US060670081321,60670081321,1435
1500000US060670081322,60670081322,2368
1500000US060670081331,60670081331,1912
1500000US060670081332,60670081332,1230
1500000US060670081341,60670081341,1355
1500000US060670081342,60670081342,1883
1500000US060670081343,60670081343,1629
1500000US060670081351,60670081351,913
1500000US060670081352,60670081352,1582
1500000US060670081353,60670081353,716
1500000US060670081354,60670081354,1137
1500000US060670081361,60670081361,730
1500000US060670081362,60670081362,1742
1500000US060670081371,60670081371,1555
1500000US060670081372,60670081372,870
1500000US060670081381,60670081381,1099
1500000US060670081382,60670081382,1590
1500000US060670081383,60670081383,976
1500000US060670081391,60670081391,1834
1500000US060670081392,60670081392,1967
1500000US060670081401,60670081401,1598
1500000US060670081402,60670081402,1580
1500000US060670081411,60670081411,810
1500000US060670081412,60670081412,1143
1500000US060670081413,60670081413,799
1500000US060670081414,60670081414,1958
1500000US060670081415,60670081415,2154
1500000US060670081421,60670081421,2388
1500000US060670081422,60670081422,1257
1500000US060670081431,60670081431,2300
1500000US060670081432,60670081432,1589
1500000US060670081441,60670081441,797
1500000US060670081442,60670081442,1927
1500000US060670081451,60670081451,1676
1500000US060670081452,60670081452,1862
1500000US060670081453,60670081453,711
1500000US060670081454,60670081454,1334
1500000US060670081455,60670081455,1060
1500000US060670081456,60670081456,920
1500000US060670082031,60670082031,2141
1500000US060670082032,60670082032,2643
1500000US060670082041,60670082041,2396
1500000US060670082042,60670082042,2100
1500000US060670082061,60670082061,899
1500000US060670082062,60670082062,2630
1500000US060670082063,60670082063,2240
1500000US060670082071,60670082071,733
1500000US060670082072,60670082072,674
1500000US060670082073,60670082073,717
1500000US060670082074,60670082074,642
1500000US060670082075,60670082075,1528
1500000US060670082081,60670082081,1000
1500000US060670082082,60670082082,1269
1500000US060670082083,60670082083,954
1500000US060670082084,60670082084,1425
1500000US060670082091,60670082091,1752
1500000US060670082092,60670082092,2338
1500000US060670082101,60670082101,2679
1500000US060670082102,60670082102,1874
1500000US060670082103,60670082103,1228
1500000US060670082111,60670082111,1944
1500000US060670082112,60670082112,999
1500000US060670084021,60670084021,1088
1500000US060670084022,60670084022,1479
1500000US060670084023,60670084023,3137
1500000US060670084031,60670084031,1873
1500000US060670084032,60670084032,2216
1500000US060670084033,60670084033,2251
1500000US060670084041,60670084041,705
1500000US060670084042,60670084042,1132
1500000US060670084043,60670084043,1550
1500000US060670085011,60670085011,2453
1500000US060670085012,60670085012,2421
1500000US060670085013,60670085013,1593
1500000US060670085041,60670085041,836
1500000US060670085042,60670085042,3150
1500000US060670085043,60670085043,634
1500000US060670085051,60670085051,1086
1500000US060670085052,60670085052,1115
1500000US060670085061,60670085061,1911
1500000US060670085062,60670085062,753
1500000US060670085071,60670085071,1949
1500000US060670085072,60670085072,2155
1500000US060670085081,60670085081,3108
1500000US060670085082,60670085082,1870
1500000US060670085083,60670085083,2514
1500000US060670085091,60670085091,3420
1500000US060670085092,60670085092,1427
1500000US060670085101,60670085101,3151
1500000US060670085102,60670085102,1638
1500000US060670085121,60670085121,2584
1500000US060670085122,60670085122,1840
1500000US060670085131,60670085131,2248
1500000US060670085132,60670085132,1155
1500000US060670086001,60670086001,1291
1500000US060670086002,60670086002,2558
1500000US060670086003,60670086003,2223
1500000US060670086004,60670086004,919
1500000US060670087021,60670087021,1416
1500000US060670087022,60670087022,1251
1500000US060670087031,60670087031,1256
1500000US060670087032,60670087032,1225
1500000US060670087033,60670087033,2399
1500000US060670087041,60670087041,2194
1500000US060670087042,60670087042,1556
1500000US060670087051,60670087051,4517
1500000US060670087052,60670087052,2765
1500000US060670088011,60670088011,686
1500000US060670088012,60670088012,3405
1500000US060670089051,60670089051,1489
1500000US060670089052,60670089052,1606
1500000US060670089053,60670089053,1711
1500000US060670089071,60670089071,1066
1500000US060670089072,60670089072,2159
1500000US060670089073,60670089073,1067
1500000US060670089074,60670089074,967
1500000US060670089081,60670089081,3125
1500000US060670089082,60670089082,1685
1500000US060670089083,60670089083,571
1500000US060670089091,60670089091,1483
1500000US060670089092,60670089092,940
1500000US060670089101,60670089101,1686
1500000US060670089102,60670089102,2128
1500000US060670089111,60670089111,840
1500000US060670089112,60670089112,1655
1500000US060670089121,60670089121,783
1500000US060670089122,60670089122,1211
1500000US060670089123,60670089123,797
1500000US060670089131,60670089131,891
1500000US060670089132,60670089132,1134
1500000US060670089133,60670089133,2217
1500000US060670090041,60670090041,2254
1500000US060670090042,60670090042,1415
1500000US060670090051,60670090051,2900
1500000US060670090052,60670090052,437
1500000US060670090061,60670090061,2250
1500000US060670090062,60670090062,2573
1500000US060670090063,60670090063,810
1500000US060670090071,60670090071,1107
1500000US060670090072,60670090072,1603
1500000US060670090081,60670090081,1382
1500000US060670090082,60670090082,1628
1500000US060670090083,60670090083,2088
1500000US060670090101,60670090101,2712
1500000US060670090102,60670090102,1142
1500000US060670090103,60670090103,1193
1500000US060670090111,60670090111,2443
1500000US060670090112,60670090112,1732
1500000US060670091031,60670091031,1995
1500000US060670091032,60670091032,1346
1500000US060670091051,60670091051,1262
1500000US060670091052,60670091052,514
1500000US060670091053,60670091053,618
1500000US060670091061,60670091061,1743
1500000US060670091062,60670091062,1429
1500000US060670091063,60670091063,927
1500000US060670091071,60670091071,920
1500000US060670091072,60670091072,2340
1500000US060670091081,60670091081,1387
1500000US060670091082,60670091082,1168
1500000US060670091083,60670091083,1418
1500000US060670091091,60670091091,908
1500000US060670091092,60670091092,1718
1500000US060670091093,60670091093,1463
1500000US060670091094,60670091094,1020
1500000US060670091101,60670091101,752
1500000US060670091102,60670091102,1014
1500000US060670091111,60670091111,1733
1500000US060670091112,60670091112,1715
1500000US060670091113,60670091113,2059
1500000US060670091121,60670091121,2087
1500000US060670091122,60670091122,1917
1500000US060670092011,60670092011,544
1500000US060670092012,60670092012,3233
1500000US060670093071,60670093071,2067
1500000US060670093072,60670093072,2023
1500000US060670093073,60670093073,1555
1500000US060670093081,60670093081,2206
1500000US060670093082,60670093082,2596
1500000US060670093083,60670093083,1542
1500000US060670093091,60670093091,1535
1500000US060670093092,60670093092,769
1500000US060670093101,60670093101,1980
1500000US060670093102,60670093102,1276
1500000US060670093103,60670093103,1456
1500000US060670093104,60670093104,1661
1500000US060670093105,60670093105,1402
1500000US060670093111,60670093111,2379
1500000US060670093112,60670093112,4407
1500000US060670093121,60670093121,2187
1500000US060670093122,60670093122,4392
1500000US060670093123,60670093123,662
1500000US060670093141,60670093141,2543
1500000US060670093142,60670093142,1932
1500000US060670093143,60670093143,1559
1500000US060670093161,60670093161,2443
1500000US060670093162,60670093162,2431
1500000US060670093171,60670093171,2631
1500000US060670093172,60670093172,1645
1500000US060670093173,60670093173,2354
1500000US060670093181,60670093181,2325
1500000US060670093191,60670093191,2784
1500000US060670093192,60670093192,1059
1500000US060670093193,60670093193,1142
1500000US060670093201,60670093201,1459
1500000US060670093202,60670093202,2117
1500000US060670093203,60670093203,1418
1500000US060670093211,60670093211,2241
1500000US060670093212,60670093212,3863
1500000US060670093221,60670093221,4514
1500000US060670093222,60670093222,3688
1500000US060670093223,60670093223,2652
1500000US060670093224,60670093224,3024
1500000US060670093231,60670093231,3056
1500000US060670093232,60670093232,2732
1500000US060670093241,60670093241,1224
1500000US060670093242,60670093242,1718
1500000US060670093251,60670093251,844
1500000US060670093261,60670093261,1998
1500000US060670093262,60670093262,1404
1500000US060670093263,60670093263,1576
1500000US060670093281,60670093281,839
1500000US060670093282,60670093282,2647
1500000US060670093283,60670093283,1823
1500000US060670093291,60670093291,994
1500000US060670093292,60670093292,1342
1500000US060670093301,60670093301,3817
